sheet_id,gear_Tier,slot1_ID,slot1_LvlReq,slot2_ID,slot2_LvlReq,slot3_ID,slot3_LvlReq,slot4_ID,slot4_LvlReq,slot5_ID,slot5_LvlReq,slot6_ID,slot6_LvlReq,health,damage,armor,focus,resist,crit_Damage,crit_Chance,speed,dodge_Chance,block_Chance,block_Amount,accuracy,
Korath,19,T19_Tech_Focus,1000,T19_Korath,1000,T19_Tech_Damage,1000,T19_Tech_Resist,1000,T17_Tech_Armor,1000,T19_Tech_Health,1000,186024,16157,7103,3025,3025,0,0,0,0,0,0,0,
Korath,20,T20_Tech_Focus,1000,T20_Korath,1000,T20_Tech_Damage,1000,T20_Tech_Resist,1000,T18_Tech_Armor,1000,T20_Tech_Health,1000,232529,20195,8878,3324,3324,0,0,0,0,0,0,0,
KreeControl_Assist,0,,0,,0,,0,,0,,0,,0,80,17,4,39,32,0,0,0,0,0,0,0,
KreeControl_Assist,1,Green_Focus_Mat,2,T1_KreeControl_Assist,1,Green_Damage_Mat,1,Green_Resist_Mat,3,Green_Armor_Mat,1,Green_Health_Mat,4,503,106,23,65,53,0,0,0,0,0,0,0,
KreeControl_Assist,2,T2_Bio_Focus,4,T2_KreeControl_Assist,4,Green_Damage_Mat,8,Green_Resist_Mat,4,T2_Bio_Armor,11,T2_Bio_Health,12,1282,225,58,100,82,0,0,0,0,0,0,0,
KreeControl_Assist,3,T3_Bio_Focus,12,T3_KreeControl_Assist,12,T2_Bio_Damage,12,T3_Bio_Resist,13,T2_Bio_Armor,16,T3_Bio_Health,18,2382,359,108,138,113,0,0,0,0,0,0,0,
KreeControl_Assist,4,T4_Bio_Focus,21,T4_KreeControl_Assist,18,T3_Bio_Damage,20,T3_Bio_Resist,19,T4_Bio_Armor,18,T4_Bio_Health,24,4334,508,196,181,149,0,0,0,0,0,0,0,
KreeControl_Assist,5,T5_Bio_Focus,24,T5_KreeControl_Assist,24,T4_Bio_Damage,30,T5_Bio_Resist,26,T4_Bio_Armor,24,T5_Bio_Health,29,6390,674,288,230,188,0,0,0,0,0,0,0,
KreeControl_Assist,6,T6_Bio_Focus,34,T6_KreeControl_Assist,30,T5_Bio_Damage,30,T5_Bio_Resist,30,T6_Bio_Armor,32,T6_Bio_Health,36,8953,858,404,283,232,0,0,0,0,0,0,0,
KreeControl_Assist,7,T7_Bio_Focus,42,T7_KreeControl_Assist,36,T6_Bio_Damage,38,T7_Bio_Resist,37,T6_Bio_Armor,41,T7_Bio_Health,36,13104,1063,591,342,281,0,0,0,0,0,0,0,
KreeControl_Assist,8,T8_Bio_Focus,48,T8_KreeControl_Assist,42,T7_Bio_Damage,42,T7_Bio_Resist,45,T8_Bio_Armor,42,T8_Bio_Health,43,18343,1290,828,408,334,0,0,0,0,0,0,0,
KreeControl_Assist,9,T9_Bio_Focus,53,T9_KreeControl_Assist,48,T8_Bio_Damage,53,T9_Bio_Resist,50,T8_Bio_Armor,54,T9_Bio_Health,48,23366,1540,1054,481,394,0,0,0,0,0,0,0,
KreeControl_Assist,10,T10_Bio_Focus,56,T10_KreeControl_Assist,54,T9_Bio_Damage,60,T9_Bio_Resist,54,T10_Bio_Armor,57,T10_Bio_Health,54,29282,1816,1321,561,460,0,0,0,0,0,0,0,
KreeControl_Assist,11,T11_Bio_Focus,63,T11_KreeControl_Assist,60,T10_Bio_Damage,60,T11_Bio_Resist,62,T10_Bio_Armor,65,T11_Bio_Health,62,33340,2068,1504,634,520,0,0,0,0,0,0,0,
KreeControl_Assist,12,T12_Bio_Focus,65,T12_KreeControl_Assist,65,T11_Bio_Damage,69,T11_Bio_Resist,67,T12_Bio_Armor,70,T12_Bio_Health,65,37736,2341,1702,713,584,0,0,0,0,0,0,0,
KreeControl_Assist,13,T13_Bio_Focus,70,T13_KreeControl_Assist,75,T12_Bio_Damage,74,T13_Bio_Resist,70,T13_Bio_Armor,72,T13_Bio_Health,75,58963,3658,2660,1996,1636,0,0,0,0,0,0,0,
KreeControl_Assist,14,T14_Bio_Focus,78,T14_KreeControl_Assist,80,T13_Bio_Damage,79,T14_Bio_Resist,80,T14_Bio_Armor,75,T14_Bio_Health,77,73702,4572,3325,2228,1826,0,0,0,0,0,0,0,
KreeControl_Assist,15,T15_Bio_Focus,1000,T15_KreeControl_Assist,85,T14_Bio_Damage,1000,T15_Bio_Resist,1000,T15_Bio_Armor,1000,T15_Bio_Health,1000,92126,5715,4156,2478,2031,0,0,0,0,0,0,0,
KreeControl_Assist,16,T16_Bio_Focus,1000,T16_KreeControl_Assist,1000,T15_Bio_Damage,1000,T16_Bio_Resist,1000,T16_Bio_Armor,1000,T16_Bio_Health,1000,115159,7144,5195,2747,2252,0,0,0,0,0,0,0,
KreeControl_Assist,17,T17_Bio_Focus,1000,T17_KreeControl_Assist,1000,T16_Bio_Damage,1000,T17_Bio_Resist,1000,T17_Bio_Armor,1000,T17_Bio_Health,1000,143949,8930,6494,3039,2491,0,0,0,0,0,0,0,
KreeControl_Assist,18,T18_Bio_Focus,1000,T18_KreeControl_Assist,1000,T17_Bio_Damage,1000,T18_Bio_Resist,1000,T18_Bio_Armor,1000,T18_Bio_Health,1000,179934,11163,8117,3353,2748,0,0,0,0,0,0,0,
KreeControl_Assist,19,T19_Bio_Focus,1000,T19_KreeControl_Assist,1000,T18_Bio_Damage,1000,T19_Bio_Resist,1000,T19_Bio_Armor,1000,T19_Bio_Health,1000,224920,13954,10147,3691,3025,0,0,0,0,0,0,0,
KreeControl_Assist,20,T20_Bio_Focus,1000,T20_KreeControl_Assist,1000,T19_Bio_Damage,1000,T20_Bio_Resist,1000,T20_Bio_Armor,1000,T20_Bio_Health,1000,281149,17441,12683,4055,3324,0,0,0,0,0,0,0,
KreeDmg_Offense,0,,0,,0,,0,,0,,0,,0,69,20,4,32,32,0,0,0,0,0,0,0,
KreeDmg_Offense,1,Green_Focus_Mat,2,T1_KreeDmg_Offense,1,Green_Damage_Mat,4,Green_Resist_Mat,3,Green_Armor_Mat,1,Green_Health_Mat,2,435,128,23,53,53,0,0,0,0,0,0,0,
KreeDmg_Offense,2,T2_Tech_Focus,12,T2_KreeDmg_Offense,4,T2_Tech_Damage,4,Green_Resist_Mat,7,T2_Tech_Armor,7,Green_Health_Mat,7,1108,273,58,82,82,0,0,0,0,0,0,0,
KreeDmg_Offense,3,T3_Tech_Focus,12,T3_KreeDmg_Offense,12,T3_Tech_Damage,17,T3_Tech_Resist,13,T2_Tech_Armor,14,T3_Tech_Health,18,2059,434,108,113,113,0,0,0,0,0,0,0,
KreeDmg_Offense,4,T4_Tech_Focus,24,T4_KreeDmg_Offense,18,T4_Tech_Damage,18,T3_Tech_Resist,20,T4_Tech_Armor,18,T3_Tech_Health,19,3747,615,196,149,149,0,0,0,0,0,0,0,
KreeDmg_Offense,5,T5_Tech_Focus,24,T5_KreeDmg_Offense,24,T5_Tech_Damage,30,T5_Tech_Resist,27,T4_Tech_Armor,24,T5_Tech_Health,27,5525,816,288,188,188,0,0,0,0,0,0,0,
KreeDmg_Offense,6,T6_Tech_Focus,36,T6_KreeDmg_Offense,30,T6_Tech_Damage,30,T5_Tech_Resist,33,T6_Tech_Armor,33,T5_Tech_Health,31,7742,1039,404,232,232,0,0,0,0,0,0,0,
KreeDmg_Offense,7,T7_Tech_Focus,38,T7_KreeDmg_Offense,36,T7_Tech_Damage,36,T7_Tech_Resist,41,T6_Tech_Armor,36,T7_Tech_Health,42,11330,1287,591,281,281,0,0,0,0,0,0,0,
KreeDmg_Offense,8,T8_Tech_Focus,47,T8_KreeDmg_Offense,42,T8_Tech_Damage,48,T7_Tech_Resist,44,T8_Tech_Armor,42,T7_Tech_Health,42,15860,1561,828,334,334,0,0,0,0,0,0,0,
KreeDmg_Offense,9,T9_Tech_Focus,48,T9_KreeDmg_Offense,48,T9_Tech_Damage,50,T9_Tech_Resist,49,T8_Tech_Armor,48,T9_Tech_Health,54,20204,1864,1054,394,394,0,0,0,0,0,0,0,
KreeDmg_Offense,10,T10_Tech_Focus,57,T10_KreeDmg_Offense,54,T10_Tech_Damage,59,T9_Tech_Resist,54,T10_Tech_Armor,60,T9_Tech_Health,55,25319,2199,1321,460,460,0,0,0,0,0,0,0,
KreeDmg_Offense,11,T11_Tech_Focus,62,T11_KreeDmg_Offense,60,T11_Tech_Damage,60,T11_Tech_Resist,62,T10_Tech_Armor,65,T11_Tech_Health,64,28828,2504,1504,520,520,0,0,0,0,0,0,0,
KreeDmg_Offense,12,T12_Tech_Focus,70,T12_KreeDmg_Offense,65,T12_Tech_Damage,68,T11_Tech_Resist,65,T12_Tech_Armor,65,T11_Tech_Health,66,32629,2834,1702,584,584,0,0,0,0,0,0,0,
KreeDmg_Offense,13,T13_Tech_Focus,75,T13_KreeDmg_Offense,75,T13_Tech_Damage,70,T13_Tech_Resist,73,T13_Tech_Armor,74,T13_Tech_Health,71,50983,4428,2660,1636,1636,0,0,0,0,0,0,0,
KreeDmg_Offense,14,T14_Tech_Focus,79,T14_KreeDmg_Offense,80,T14_Tech_Damage,78,T14_Tech_Resist,80,T14_Tech_Armor,76,T14_Tech_Health,75,63727,5535,3325,1826,1826,0,0,0,0,0,0,0,
KreeDmg_Offense,15,T15_Tech_Focus,1000,T15_KreeDmg_Offense,85,T15_Tech_Damage,1000,T15_Tech_Resist,1000,T15_Tech_Armor,1000,T15_Tech_Health,1000,79658,6918,4156,2031,2031,0,0,0,0,0,0,0,
KreeDmg_Offense,16,T16_Tech_Focus,1000,T16_KreeDmg_Offense,1000,T16_Tech_Damage,1000,T16_Tech_Resist,1000,T16_Tech_Armor,1000,T16_Tech_Health,1000,99574,8648,5195,2252,2252,0,0,0,0,0,0,0,
KreeDmg_Offense,17,T17_Tech_Focus,1000,T17_KreeDmg_Offense,1000,T17_Tech_Damage,1000,T17_Tech_Resist,1000,T17_Tech_Armor,1000,T17_Tech_Health,1000,124467,10810,6494,2491,2491,0,0,0,0,0,0,0,
KreeDmg_Offense,18,T18_Tech_Focus,1000,T18_KreeDmg_Offense,1000,T18_Tech_Damage,1000,T18_Tech_Resist,1000,T18_Tech_Armor,1000,T18_Tech_Health,1000,155582,13513,8117,2748,2748,0,0,0,0,0,0,0,
KreeDmg_Offense,19,T19_Tech_Focus,1000,T19_KreeDmg_Offense,1000,T19_Tech_Damage,1000,T19_Tech_Resist,1000,T19_Tech_Armor,1000,T19_Tech_Health,1000,194480,16891,10147,3025,3025,0,0,0,0,0,0,0,
KreeDmg_Offense,20,T20_Tech_Focus,1000,T20_KreeDmg_Offense,1000,T20_Tech_Damage,1000,T20_Tech_Resist,1000,T20_Tech_Armor,1000,T20_Tech_Health,1000,243099,21113,12683,3324,3324,0,0,0,0,0,0,0,
KreeDmg_Speed,0,,0,,0,,0,,0,,0,,0,72,20,6,42,25,0,0,0,0,0,0,0,
KreeDmg_Speed,1,Green_Focus_Mat,4,T1_KreeDmg_Speed,2,Green_Damage_Mat,2,Green_Resist_Mat,3,Green_Armor_Mat,2,Green_Health_Mat,1,454,123,34,69,42,0,0,0,0,0,0,0,
KreeDmg_Speed,2,Green_Focus_Mat,6,T2_KreeDmg_Speed,4,T2_Bio_Damage,4,Green_Resist_Mat,5,T2_Bio_Armor,6,Green_Health_Mat,12,1157,261,87,107,64,0,0,0,0,0,0,0,
KreeDmg_Speed,3,T2_Bio_Focus,18,T3_KreeDmg_Speed,12,T2_Bio_Damage,15,T2_Bio_Resist,16,T3_Bio_Armor,17,T3_Bio_Health,12,2149,416,161,147,88,0,0,0,0,0,0,0,
KreeDmg_Speed,4,T2_Bio_Focus,18,T4_KreeDmg_Speed,18,T4_Bio_Damage,24,T2_Bio_Resist,22,T4_Bio_Armor,19,T3_Bio_Health,22,3910,589,293,194,116,0,0,0,0,0,0,0,
KreeDmg_Speed,5,T3_Bio_Focus,24,T5_KreeDmg_Speed,24,T4_Bio_Damage,25,T3_Bio_Resist,24,T5_Bio_Armor,30,T5_Bio_Health,29,5765,780,432,244,147,0,0,0,0,0,0,0,
KreeDmg_Speed,6,T4_Bio_Focus,30,T6_KreeDmg_Speed,30,T6_Bio_Damage,30,T4_Bio_Resist,31,T6_Bio_Armor,35,T5_Bio_Health,36,8078,994,606,302,181,0,0,0,0,0,0,0,
KreeDmg_Speed,7,T5_Bio_Focus,36,T7_KreeDmg_Speed,36,T6_Bio_Damage,41,T5_Bio_Resist,39,T7_Bio_Armor,42,T7_Bio_Health,41,11823,1231,887,365,219,0,0,0,0,0,0,0,
KreeDmg_Speed,8,T6_Bio_Focus,46,T8_KreeDmg_Speed,42,T8_Bio_Damage,43,T6_Bio_Resist,45,T8_Bio_Armor,42,T7_Bio_Health,48,16550,1494,1241,434,261,0,0,0,0,0,0,0,
KreeDmg_Speed,9,T7_Bio_Focus,50,T9_KreeDmg_Speed,48,T8_Bio_Damage,48,T7_Bio_Resist,50,T9_Bio_Armor,52,T9_Bio_Health,54,21082,1783,1581,512,307,0,0,0,0,0,0,0,
KreeDmg_Speed,10,T8_Bio_Focus,60,T10_KreeDmg_Speed,54,T10_Bio_Damage,57,T8_Bio_Resist,58,T10_Bio_Armor,59,T9_Bio_Health,54,26420,2103,1982,598,358,0,0,0,0,0,0,0,
KreeDmg_Speed,11,T9_Bio_Focus,63,T11_KreeDmg_Speed,60,T10_Bio_Damage,60,T9_Bio_Resist,61,T11_Bio_Armor,62,T11_Bio_Health,65,30081,2395,2256,676,405,0,0,0,0,0,0,0,
KreeDmg_Speed,12,T10_Bio_Focus,69,T12_KreeDmg_Speed,65,T12_Bio_Damage,69,T10_Bio_Resist,65,T12_Bio_Armor,65,T11_Bio_Health,70,34048,2710,2554,759,456,0,0,0,0,0,0,0,
KreeDmg_Speed,13,T13_Bio_Focus,70,T13_KreeDmg_Speed,75,T13_Bio_Damage,74,T10_Bio_Resist,70,T13_Bio_Armor,72,T13_Bio_Health,75,53200,4235,3990,2127,1276,0,0,0,0,0,0,0,
KreeDmg_Speed,14,T14_Bio_Focus,78,T14_KreeDmg_Speed,80,T14_Bio_Damage,75,T11_Bio_Resist,77,T14_Bio_Armor,79,T14_Bio_Health,80,66498,5294,4988,2374,1424,0,0,0,0,0,0,0,
KreeDmg_Speed,15,T15_Bio_Focus,1000,T15_KreeDmg_Speed,85,T15_Bio_Damage,1000,T12_Bio_Resist,1000,T15_Bio_Armor,1000,T15_Bio_Health,1000,83122,6618,6234,2640,1584,0,0,0,0,0,0,0,
KreeDmg_Speed,16,T16_Bio_Focus,1000,T16_KreeDmg_Speed,1000,T16_Bio_Damage,1000,T12_Bio_Resist,1000,T16_Bio_Armor,1000,T16_Bio_Health,1000,103903,8272,7793,2928,1757,0,0,0,0,0,0,0,
KreeDmg_Speed,17,T17_Bio_Focus,1000,T17_KreeDmg_Speed,1000,T17_Bio_Damage,1000,T13_Bio_Resist,1000,T17_Bio_Armor,1000,T17_Bio_Health,1000,129878,10340,9741,3238,1943,0,0,0,0,0,0,0,
KreeDmg_Speed,18,T18_Bio_Focus,1000,T18_KreeDmg_Speed,1000,T18_Bio_Damage,1000,T13_Bio_Resist,1000,T18_Bio_Armor,1000,T18_Bio_Health,1000,162347,12925,12176,3572,2143,0,0,0,0,0,0,0,
KreeDmg_Speed,19,T19_Bio_Focus,1000,T19_KreeDmg_Speed,1000,T19_Bio_Damage,1000,T14_Bio_Resist,1000,T19_Bio_Armor,1000,T19_Bio_Health,1000,202936,16157,15221,3933,2360,0,0,0,0,0,0,0,
KreeDmg_Speed,20,T20_Bio_Focus,1000,T20_KreeDmg_Speed,1000,T20_Bio_Damage,1000,T15_Bio_Resist,1000,T20_Bio_Armor,1000,T20_Bio_Health,1000,253668,20195,19025,4321,2593,0,0,0,0,0,0,0,
KreeSupport_HoT,0,,0,,0,,0,,0,,0,,0,84,18,1,32,32,0,0,0,0,0,0,0,
KreeSupport_HoT,1,Green_Focus_Mat,4,T1_KreeSupport_HoT,1,Green_Damage_Mat,1,Green_Resist_Mat,3,T1_NoArmor,2,Green_Health_Mat,2,529,112,7,53,53,0,0,0,0,0,0,0,
KreeSupport_HoT,2,T2_Tech_Focus,9,T2_KreeSupport_HoT,4,Green_Damage_Mat,6,T2_Tech_Resist,11,T1_NoArmor,12,T2_Tech_Health,4,1350,237,17,82,82,0,0,0,0,0,0,0,
KreeSupport_HoT,3,T2_Tech_Focus,12,T3_KreeSupport_HoT,12,T3_Tech_Damage,14,T3_Tech_Resist,15,T1_NoArmor,13,T3_Tech_Health,18,2507,378,32,113,113,0,0,0,0,0,0,0,
KreeSupport_HoT,4,T4_Tech_Focus,24,T4_KreeSupport_HoT,18,T3_Tech_Damage,21,T4_Tech_Resist,23,Green_Armor_Mat,18,T4_Tech_Health,20,4563,534,59,149,149,0,0,0,0,0,0,0,
KreeSupport_HoT,5,T4_Tech_Focus,24,T5_KreeSupport_HoT,24,T5_Tech_Damage,26,T5_Tech_Resist,29,Green_Armor_Mat,24,T5_Tech_Health,30,6726,709,86,188,188,0,0,0,0,0,0,0,
KreeSupport_HoT,6,T6_Tech_Focus,36,T6_KreeSupport_HoT,30,T5_Tech_Damage,30,T6_Tech_Resist,35,T2_Tech_Armor,31,T6_Tech_Health,30,9425,904,121,232,232,0,0,0,0,0,0,0,
KreeSupport_HoT,7,T6_Tech_Focus,36,T7_KreeSupport_HoT,36,T7_Tech_Damage,42,T7_Tech_Resist,36,T3_Tech_Armor,37,T7_Tech_Health,37,13794,1119,177,281,281,0,0,0,0,0,0,0,
KreeSupport_HoT,8,T8_Tech_Focus,42,T8_KreeSupport_HoT,42,T7_Tech_Damage,43,T8_Tech_Resist,45,T3_Tech_Armor,45,T8_Tech_Health,48,19309,1358,248,334,334,0,0,0,0,0,0,0,
KreeSupport_HoT,9,T8_Tech_Focus,48,T9_KreeSupport_HoT,48,T9_Tech_Damage,49,T9_Tech_Resist,50,T3_Tech_Armor,54,T9_Tech_Health,48,24595,1621,316,394,394,0,0,0,0,0,0,0,
KreeSupport_HoT,10,T10_Tech_Focus,60,T10_KreeSupport_HoT,54,T9_Tech_Damage,54,T10_Tech_Resist,58,T3_Tech_Armor,54,T10_Tech_Health,56,30822,1912,396,460,460,0,0,0,0,0,0,0,
KreeSupport_HoT,11,T10_Tech_Focus,62,T11_KreeSupport_HoT,60,T11_Tech_Damage,60,T11_Tech_Resist,61,T3_Tech_Armor,61,T11_Tech_Health,65,35095,2177,451,520,520,0,0,0,0,0,0,0,
KreeSupport_HoT,12,T12_Tech_Focus,65,T12_KreeSupport_HoT,65,T11_Tech_Damage,67,T12_Tech_Resist,68,T3_Tech_Armor,70,T12_Tech_Health,67,39721,2464,511,584,584,0,0,0,0,0,0,0,
KreeSupport_HoT,13,T13_Tech_Focus,72,T13_KreeSupport_HoT,75,T13_Tech_Damage,74,T13_Tech_Resist,70,T4_Tech_Armor,70,T13_Tech_Health,75,62066,3850,798,1636,1636,0,0,0,0,0,0,0,
KreeSupport_HoT,14,T14_Tech_Focus,79,T14_KreeSupport_HoT,80,T14_Tech_Damage,77,T14_Tech_Resist,75,T5_Tech_Armor,80,T14_Tech_Health,78,77581,4813,998,1826,1826,0,0,0,0,0,0,0,
KreeSupport_HoT,15,T15_Tech_Focus,1000,T15_KreeSupport_HoT,85,T15_Tech_Damage,1000,T15_Tech_Resist,1000,T7_Tech_Armor,1000,T15_Tech_Health,1000,96975,6016,1247,2031,2031,0,0,0,0,0,0,0,
KreeSupport_HoT,16,T16_Tech_Focus,1000,T16_KreeSupport_HoT,1000,T16_Tech_Damage,1000,T16_Tech_Resist,1000,T9_Tech_Armor,1000,T16_Tech_Health,1000,121220,7520,1559,2252,2252,0,0,0,0,0,0,0,
KreeSupport_HoT,17,T17_Tech_Focus,1000,T17_KreeSupport_HoT,1000,T17_Tech_Damage,1000,T17_Tech_Resist,1000,T10_Tech_Armor,1000,T17_Tech_Health,1000,151525,9400,1948,2491,2491,0,0,0,0,0,0,0,
KreeSupport_HoT,18,T18_Tech_Focus,1000,T18_KreeSupport_HoT,1000,T18_Tech_Damage,1000,T18_Tech_Resist,1000,T11_Tech_Armor,1000,T18_Tech_Health,1000,189405,11750,2435,2748,2748,0,0,0,0,0,0,0,
KreeSupport_HoT,19,T19_Tech_Focus,1000,T19_KreeSupport_HoT,1000,T19_Tech_Damage,1000,T19_Tech_Resist,1000,T12_Tech_Armor,1000,T19_Tech_Health,1000,236758,14688,3044,3025,3025,0,0,0,0,0,0,0,
KreeSupport_HoT,20,T20_Tech_Focus,1000,T20_KreeSupport_HoT,1000,T20_Tech_Damage,1000,T20_Tech_Resist,1000,T13_Tech_Armor,1000,T20_Tech_Health,1000,295946,18359,3805,3324,3324,0,0,0,0,0,0,0,
KreeTank_Counter,0,,0,,0,,0,,0,,0,,0,78,20,4,32,25,0,0,0,0,0,0,0,
KreeTank_Counter,1,Green_Focus_Mat,1,T1_KreeTank_Counter,1,Green_Damage_Mat,3,Green_Resist_Mat,3,Green_Armor_Mat,4,Green_Health_Mat,2,491,128,24,53,42,0,0,0,0,0,0,0,
KreeTank_Counter,2,Green_Focus_Mat,4,T2_KreeTank_Counter,4,T2_Bio_Damage,12,Green_Resist_Mat,6,T2_Bio_Armor,4,T2_Bio_Health,9,1253,273,61,82,64,0,0,0,0,0,0,0,
KreeTank_Counter,3,T3_Bio_Focus,12,T3_KreeTank_Counter,12,T3_Bio_Damage,18,T2_Bio_Resist,14,T3_Bio_Armor,14,T3_Bio_Health,16,2328,434,113,113,88,0,0,0,0,0,0,0,
KreeTank_Counter,4,T3_Bio_Focus,18,T4_KreeTank_Counter,18,T4_Bio_Damage,24,T2_Bio_Resist,21,T4_Bio_Armor,20,T4_Bio_Health,20,4237,615,205,149,116,0,0,0,0,0,0,0,
KreeTank_Counter,5,T5_Bio_Focus,24,T5_KreeTank_Counter,24,T5_Bio_Damage,30,T3_Bio_Resist,24,T5_Bio_Armor,26,T5_Bio_Health,29,6245,816,303,188,147,0,0,0,0,0,0,0,
KreeTank_Counter,6,T5_Bio_Focus,36,T6_KreeTank_Counter,30,T6_Bio_Damage,30,T4_Bio_Resist,30,T6_Bio_Armor,33,T6_Bio_Health,32,8752,1039,424,232,181,0,0,0,0,0,0,0,
KreeTank_Counter,7,T7_Bio_Focus,36,T7_KreeTank_Counter,36,T7_Bio_Damage,36,T5_Bio_Resist,41,T7_Bio_Armor,39,T7_Bio_Health,42,12809,1287,621,281,219,0,0,0,0,0,0,0,
KreeTank_Counter,8,T7_Bio_Focus,47,T8_KreeTank_Counter,42,T8_Bio_Damage,48,T6_Bio_Resist,42,T8_Bio_Armor,47,T8_Bio_Health,43,17930,1561,869,334,261,0,0,0,0,0,0,0,
KreeTank_Counter,9,T9_Bio_Focus,48,T9_KreeTank_Counter,48,T9_Bio_Damage,52,T7_Bio_Resist,51,T9_Bio_Armor,54,T9_Bio_Health,48,22838,1864,1107,394,307,0,0,0,0,0,0,0,
KreeTank_Counter,10,T9_Bio_Focus,60,T10_KreeTank_Counter,54,T10_Bio_Damage,56,T8_Bio_Resist,57,T10_Bio_Armor,54,T10_Bio_Health,54,28621,2199,1387,460,358,0,0,0,0,0,0,0,
KreeTank_Counter,11,T11_Bio_Focus,65,T11_KreeTank_Counter,60,T11_Bio_Damage,60,T9_Bio_Resist,61,T11_Bio_Armor,62,T11_Bio_Health,60,32588,2504,1579,520,405,0,0,0,0,0,0,0,
KreeTank_Counter,12,T11_Bio_Focus,68,T12_KreeTank_Counter,65,T12_Bio_Damage,67,T10_Bio_Resist,65,T12_Bio_Armor,70,T12_Bio_Health,65,36884,2834,1788,584,456,0,0,0,0,0,0,0,
KreeTank_Counter,13,T13_Bio_Focus,72,T13_KreeTank_Counter,75,T13_Bio_Damage,70,T10_Bio_Resist,71,T13_Bio_Armor,74,T13_Bio_Health,75,57633,4428,2793,1636,1276,0,0,0,0,0,0,0,
KreeTank_Counter,14,T14_Bio_Focus,76,T14_KreeTank_Counter,80,T14_Bio_Damage,80,T11_Bio_Resist,78,T14_Bio_Armor,75,T14_Bio_Health,79,72040,5535,3491,1826,1424,0,0,0,0,0,0,0,
KreeTank_Counter,15,T15_Bio_Focus,1000,T15_KreeTank_Counter,85,T15_Bio_Damage,1000,T12_Bio_Resist,1000,T15_Bio_Armor,1000,T15_Bio_Health,1000,90048,6918,4364,2031,1584,0,0,0,0,0,0,0,
KreeTank_Counter,16,T16_Bio_Focus,1000,T16_KreeTank_Counter,1000,T16_Bio_Damage,1000,T12_Bio_Resist,1000,T16_Bio_Armor,1000,T16_Bio_Health,1000,112562,8648,5455,2252,1757,0,0,0,0,0,0,0,
KreeTank_Counter,17,T17_Bio_Focus,1000,T17_KreeTank_Counter,1000,T17_Bio_Damage,1000,T13_Bio_Resist,1000,T17_Bio_Armor,1000,T17_Bio_Health,1000,140702,10810,6819,2491,1943,0,0,0,0,0,0,0,
KreeTank_Counter,18,T18_Bio_Focus,1000,T18_KreeTank_Counter,1000,T18_Bio_Damage,1000,T13_Bio_Resist,1000,T18_Bio_Armor,1000,T18_Bio_Health,1000,175876,13513,8523,2748,2143,0,0,0,0,0,0,0,
KreeTank_Counter,19,T19_Bio_Focus,1000,T19_KreeTank_Counter,1000,T19_Bio_Damage,1000,T14_Bio_Resist,1000,T19_Bio_Armor,1000,T19_Bio_Health,1000,219847,16891,10654,3025,2360,0,0,0,0,0,0,0,
KreeTank_Counter,20,T20_Bio_Focus,1000,T20_KreeTank_Counter,1000,T20_Bio_Damage,1000,T15_Bio_Resist,1000,T20_Bio_Armor,1000,T20_Bio_Health,1000,274807,21113,13317,3324,2593,0,0,0,0,0,0,0,
Loki,0,,0,,0,,0,,0,,0,,0,60,20,2,54,48,0,0,0,0,0,0,0,
Loki,1,Green_Focus_Mat,3,T1_Loki,1,Green_Damage_Mat,1,Green_Resist_Mat,1,T1_NoArmor,1,Green_Health_Mat,4,378,123,14,90,80,0,0,0,0,0,0,0,
Loki,2,T2_Mystic_Focus,5,T2_Loki,4,Green_Damage_Mat,4,T2_Mystic_Resist,10,Green_Armor_Mat,12,Green_Health_Mat,5,964,261,35,139,122,0,0,0,0,0,0,0,
Loki,3,T3_Mystic_Focus,18,T3_Loki,12,T2_Mystic_Damage,12,T2_Mystic_Resist,15,T2_Mystic_Armor,12,T2_Mystic_Health,12,1791,416,64,193,170,0,0,0,0,0,0,0,
Loki,4,T4_Mystic_Focus,23,T4_Loki,18,T3_Mystic_Damage,20,T4_Mystic_Resist,18,T2_Mystic_Armor,24,T3_Mystic_Health,23,3259,588,117,253,223,0,0,0,0,0,0,0,
Loki,5,T5_Mystic_Focus,24,T5_Loki,24,T4_Mystic_Damage,30,T4_Mystic_Resist,24,T3_Mystic_Armor,29,T4_Mystic_Health,29,4804,780,173,320,282,0,0,0,0,0,0,0,
Loki,6,T6_Mystic_Focus,34,T6_Loki,30,T5_Mystic_Damage,30,T6_Mystic_Resist,31,T3_Mystic_Armor,33,T5_Mystic_Health,36,6732,994,242,394,348,0,0,0,0,0,0,0,
Loki,7,T7_Mystic_Focus,36,T7_Loki,36,T6_Mystic_Damage,36,T6_Mystic_Resist,38,T4_Mystic_Armor,42,T6_Mystic_Health,39,9853,1231,355,477,421,0,0,0,0,0,0,0,
Loki,8,T8_Mystic_Focus,47,T8_Loki,42,T7_Mystic_Damage,42,T8_Mystic_Resist,44,T4_Mystic_Armor,44,T7_Mystic_Health,48,13792,1493,496,569,502,0,0,0,0,0,0,0,
Loki,9,T9_Mystic_Focus,48,T9_Loki,48,T8_Mystic_Damage,51,T8_Mystic_Resist,51,T4_Mystic_Armor,54,T8_Mystic_Health,51,17568,1783,632,670,591,0,0,0,0,0,0,0,
