gear_ID,gear_Tier,health,damage,armor,focus,resist,crit_Damage,crit_Chance,speed,dodge_Chance,block_Chance,block_Amount,accuracy,picture,crafting_Part1_ID,crafting_Part1_Count,crafting_Part2_ID,crafting_Part2_Count,crafting_Part3_ID,crafting_Part3_Count,crafting_Cost,
T20_Falcon,20,5000,1000,150,20,0,0,0,0,0,0,0,0,Gear_Falcon,White_Tech_Mat,100,White_Tech_Damage_Mat,100,White_metal1,100,1000000,
T1_Gamora,1,110,5,0,4,4,0,0,0,0,0,0,0,Gear_Gamora,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_Gamora,2,110,7,0,4,4,0,0,0,0,0,0,0,Gear_Gamora,Green_Skill_Mat,1,Green_Damage_Mat,1,,0,1100,
T3_Gamora,3,110,8,0,4,4,0,0,0,0,0,0,0,Gear_Gamora,Green_Skill_Mat,1,Green_Damage_Mat,1,Green_Health_Mat,1,1900,
T4_Gamora,4,200,9,0,4,4,0,0,0,0,0,0,0,Gear_Gamora,Blue_Skill_Mat,1,Blue_Skill_Damage_Mat,1,Blue_Skill_Health_Mat,1,2200,
T5_Gamora,5,200,10,0,4,4,0,0,0,0,0,0,0,Gear_Gamora,Blue_Skill_Mat,1,Blue_Skill_Damage_Mat,1,Blue_Skill_Health_Mat,1,2400,
T6_Gamora,6,230,10,0,6,6,0,0,0,0,0,0,0,Gear_Gamora,Blue_Skill_Mat,2,Blue_Skill_Damage_Mat,2,Blue_Skill_Health_Mat,2,2800,
T7_Gamora,7,250,10,0,6,6,0,0,0,0,0,0,0,Gear_Gamora,Blue_Skill_Mat,3,Blue_Skill_Damage_Mat,2,Blue_Skill_Health_Mat,2,3400,
T8_Gamora,8,280,10,0,6,6,0,0,0,0,0,0,0,Gear_Gamora,Purple_Skill_Mat,1,Purple_Skill_Damage_Mat,1,Purple_Skill_Health_Mat,1,4600,
T9_Gamora,9,300,11,0,7,7,0,0,0,0,0,0,0,Gear_Gamora,Purple_Skill_Mat,1,Purple_Skill_Damage_Mat,2,Purple_Skill_Health_Mat,2,5800,
T10_Gamora,10,330,11,0,7,7,0,0,0,0,0,0,0,Gear_Gamora,Purple_Skill_Mat,4,Purple_Skill_Damage_Mat,3,Purple_magic2,8,7300,
T11_Gamora,11,360,11,0,7,7,0,0,0,0,0,0,0,Gear_Gamora,Purple_Skill_Mat,5,Purple_Skill_Damage_Mat,5,Purple_magic2,10,9200,
T12_Gamora,12,540,11,0,7,7,0,0,0,0,0,0,0,Gear_Gamora,Orange_Skill_Mat,1,Orange_Skill_Damage_Mat,2,Orange_magic2,12,10000,
T13_Gamora,13,1500,15,50,7,7,0,0,0,0,0,0,0,Gear_Gamora,Orange_Skill_Mat,2,Orange_Skill_Damage_Mat,3,Orange_magic2,24,13000,
T14_Gamora,14,2000,15,60,7,7,0,0,0,0,0,0,0,Gear_Gamora,Orange_Skill_Mat,4,Orange_Skill_Damage_Mat,4,Orange_magic2,25,14000,
T15_Gamora,15,2500,15,70,7,7,0,0,0,0,0,0,0,Gear_Gamora,Orange_Skill_Mat,7,Orange_Skill_Damage_Mat,6,Orange_magic2,35,15000,
T16_Gamora,16,3000,15,80,7,7,0,0,0,0,0,0,0,Gear_Gamora,Red_Skill_Mat,100,Red_Skill_Damage_Mat,100,Red_magic2,100,1000000,
T17_Gamora,17,4000,15,90,7,7,0,0,0,0,0,0,0,Gear_Gamora,Red_Skill_Mat,100,Red_Skill_Damage_Mat,100,Red_magic2,100,1000000,
T18_Gamora,18,5000,15,100,7,7,0,0,0,0,0,0,0,Gear_Gamora,Red_Skill_Mat,100,Red_Skill_Damage_Mat,100,Red_magic2,100,1000000,
T19_Gamora,19,6000,15,110,7,7,0,0,0,0,0,0,0,Gear_Gamora,Red_Skill_Mat,100,Red_Skill_Damage_Mat,100,Red_magic2,100,1000000,
T20_Gamora,20,7000,15,120,7,7,0,0,0,0,0,0,0,Gear_Gamora,White_Skill_Mat,100,White_Skill_Damage_Mat,100,White_magic2,100,1000000,
T1_GhostRider,1,150,10,0,5,0,0,0,0,0,0,0,0,Gear_GhostRider,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_GhostRider,2,200,20,0,5,0,0,0,0,0,0,0,0,Gear_GhostRider,Green_Mystic_Mat,1,Green_Health_Mat,1,,0,1100,
T3_GhostRider,3,250,30,0,5,0,0,0,0,0,0,0,0,Gear_GhostRider,Green_Mystic_Mat,1,Green_Health_Mat,1,Green_Damage_Mat,1,1900,
T4_GhostRider,4,300,40,0,10,0,0,0,0,0,0,0,0,Gear_GhostRider,Blue_Mystic_Mat,1,Blue_Mystic_Health_Mat,1,Blue_Mystic_Damage_Mat,1,2200,
T5_GhostRider,5,400,50,0,15,0,0,0,0,0,0,0,0,Gear_GhostRider,Blue_Mystic_Mat,1,Blue_Mystic_Health_Mat,1,Blue_Mystic_Damage_Mat,1,2400,
T6_GhostRider,6,600,60,0,15,0,0,0,0,0,0,0,0,Gear_GhostRider,Blue_Mystic_Mat,2,Blue_Mystic_Health_Mat,2,Blue_Mystic_Damage_Mat,2,2800,
T7_GhostRider,7,700,70,0,15,0,0,0,0,0,0,0,0,Gear_GhostRider,Blue_Mystic_Mat,3,Blue_Mystic_Health_Mat,2,Blue_Mystic_Damage_Mat,2,3400,
T8_GhostRider,8,900,80,0,20,0,0,0,0,0,0,0,0,Gear_GhostRider,Purple_Mystic_Mat,1,Purple_Mystic_Health_Mat,1,Purple_Mystic_Damage_Mat,1,4600,
T9_GhostRider,9,1100,90,0,20,0,0,0,0,0,0,0,0,Gear_GhostRider,Purple_Mystic_Mat,1,Purple_Mystic_Health_Mat,2,Purple_Mystic_Damage_Mat,2,5800,
T10_GhostRider,10,1300,100,0,20,0,0,0,0,0,0,0,0,Gear_GhostRider,Purple_Mystic_Mat,4,Purple_Mystic_Health_Mat,3,Purple_magic4,8,7300,
T11_GhostRider,11,1500,110,0,25,0,0,0,0,0,0,0,0,Gear_GhostRider,Purple_Mystic_Mat,5,Purple_Mystic_Health_Mat,5,Purple_magic4,10,9200,
T12_GhostRider,12,2000,120,0,25,0,0,0,0,0,0,0,0,Gear_GhostRider,Orange_Mystic_Mat,1,Orange_Mystic_Health_Mat,2,Orange_magic4,12,10000,
T13_GhostRider,13,3000,200,0,35,0,0,0,0,0,0,0,0,Gear_GhostRider,Orange_Mystic_Mat,2,Orange_Mystic_Health_Mat,3,Orange_magic4,24,13000,
T14_GhostRider,14,4000,300,0,40,0,0,0,0,0,0,0,0,Gear_GhostRider,Orange_Mystic_Mat,4,Orange_Mystic_Health_Mat,4,Orange_magic4,25,14000,
T15_GhostRider,15,5000,400,0,45,0,0,0,0,0,0,0,0,Gear_GhostRider,Orange_Mystic_Mat,7,Orange_Mystic_Health_Mat,6,Orange_magic4,35,15000,
T16_GhostRider,16,6500,500,0,50,0,0,0,0,0,0,0,0,Gear_GhostRider,Red_Mystic_Mat,100,Red_Mystic_Health_Mat,100,Red_magic4,100,1000000,
T17_GhostRider,17,8000,600,0,55,0,0,0,0,0,0,0,0,Gear_GhostRider,Red_Mystic_Mat,100,Red_Mystic_Health_Mat,100,Red_magic4,100,1000000,
T18_GhostRider,18,9500,700,0,60,0,0,0,0,0,0,0,0,Gear_GhostRider,Red_Mystic_Mat,100,Red_Mystic_Health_Mat,100,Red_magic4,100,1000000,
T19_GhostRider,19,12000,800,0,65,0,0,0,0,0,0,0,0,Gear_GhostRider,Red_Mystic_Mat,100,Red_Mystic_Health_Mat,100,Red_magic4,100,1000000,
T20_GhostRider,20,15000,1000,0,70,0,0,0,0,0,0,0,0,Gear_GhostRider,White_Mystic_Mat,100,White_Mystic_Health_Mat,100,White_magic4,100,1000000,
T1_Graviton,1,50,5,0,5,0,0,0,0,0,0,0,0,Gear_Graviton,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_Graviton,2,100,10,0,5,0,0,0,0,0,0,0,0,Gear_Graviton,Green_Bio_Mat,1,Green_Focus_Mat,1,,0,1100,
T3_Graviton,3,150,15,0,5,0,0,0,0,0,0,0,0,Gear_Graviton,Green_Bio_Mat,1,Green_Focus_Mat,1,Green_Damage_Mat,1,1900,
T4_Graviton,4,200,20,0,10,0,0,0,0,0,0,0,0,Gear_Graviton,Blue_Bio_Mat,1,Blue_Bio_Focus_Mat,1,Blue_Bio_Damage_Mat,1,2200,
T5_Graviton,5,250,25,0,10,0,0,0,0,0,0,0,0,Gear_Graviton,Blue_Bio_Mat,1,Blue_Bio_Focus_Mat,1,Blue_Bio_Damage_Mat,1,2400,
T6_Graviton,6,300,30,0,10,0,0,0,0,0,0,0,0,Gear_Graviton,Blue_Bio_Mat,2,Blue_Bio_Focus_Mat,2,Blue_Bio_Damage_Mat,2,2800,
T7_Graviton,7,350,35,0,15,0,0,0,0,0,0,0,0,Gear_Graviton,Blue_Bio_Mat,3,Blue_Bio_Focus_Mat,2,Blue_Bio_Damage_Mat,2,3400,
T8_Graviton,8,400,40,0,15,0,0,0,0,0,0,0,0,Gear_Graviton,Purple_Bio_Mat,1,Purple_Bio_Focus_Mat,1,Purple_Bio_Damage_Mat,1,4600,
T9_Graviton,9,500,45,0,20,0,0,0,0,0,0,0,0,Gear_Graviton,Purple_Bio_Mat,1,Purple_Bio_Focus_Mat,2,Purple_Bio_Damage_Mat,2,5800,
T10_Graviton,10,600,50,0,25,0,0,0,0,0,0,0,0,Gear_Graviton,Purple_Bio_Mat,4,Purple_Bio_Focus_Mat,3,Purple_metal5,8,7300,
T11_Graviton,11,700,60,0,25,0,0,0,0,0,0,0,0,Gear_Graviton,Purple_Bio_Mat,5,Purple_Bio_Focus_Mat,5,Purple_metal5,10,9200,
T12_Graviton,12,800,70,0,30,0,0,0,0,0,0,0,0,Gear_Graviton,Orange_Bio_Mat,1,Orange_Bio_Focus_Mat,2,Orange_metal5,12,10000,
T13_Graviton,13,1000,100,0,50,0,0,0,0,0,0,0,0,Gear_Graviton,Orange_Bio_Mat,2,Orange_Bio_Focus_Mat,3,Orange_metal5,24,13000,
T14_Graviton,14,1200,150,0,60,0,0,0,0,0,0,0,0,Gear_Graviton,Orange_Bio_Mat,4,Orange_Bio_Focus_Mat,4,Orange_metal5,25,14000,
T15_Graviton,15,1400,200,0,70,0,0,0,0,0,0,0,0,Gear_Graviton,Orange_Bio_Mat,7,Orange_Bio_Focus_Mat,6,Orange_metal5,35,15000,
T16_Graviton,16,1600,250,0,80,0,0,0,0,0,0,0,0,Gear_Graviton,Red_Bio_Mat,100,Red_Bio_Focus_Mat,100,Red_metal5,100,1000000,
T17_Graviton,17,1800,300,0,90,0,0,0,0,0,0,0,0,Gear_Graviton,Red_Bio_Mat,100,Red_Bio_Focus_Mat,100,Red_metal5,100,1000000,
T18_Graviton,18,2000,350,0,100,0,0,0,0,0,0,0,0,Gear_Graviton,Red_Bio_Mat,100,Red_Bio_Focus_Mat,100,Red_metal5,100,1000000,
T19_Graviton,19,2500,500,0,125,0,0,0,0,0,0,0,0,Gear_Graviton,Red_Bio_Mat,100,Red_Bio_Focus_Mat,100,Red_metal5,100,1000000,
T20_Graviton,20,3000,750,0,150,0,0,0,0,0,0,0,0,Gear_Graviton,White_Bio_Mat,100,White_Bio_Focus_Mat,100,White_metal5,100,1000000,
T1_Greg,1,0,20,5,0,0,0,0,0,0,0,0,0,Gear_Greg,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_Greg,2,0,30,10,0,0,0,0,0,0,0,0,0,Gear_Greg,Green_Mystic_Mat,1,Green_Damage_Mat,1,,0,1100,
T3_Greg,3,0,40,10,0,0,0,0,0,0,0,0,0,Gear_Greg,Green_Mystic_Mat,1,Green_Damage_Mat,1,Green_Armor_Mat,1,1900,
T4_Greg,4,0,40,20,0,0,0,0,0,0,0,0,0,Gear_Greg,Blue_Mystic_Mat,1,Blue_Mystic_Damage_Mat,1,Blue_Mystic_Armor_Mat,1,2200,
T5_Greg,5,0,50,20,0,0,0,0,0,0,0,0,0,Gear_Greg,Blue_Mystic_Mat,1,Blue_Mystic_Damage_Mat,1,Blue_Mystic_Armor_Mat,1,2400,
T6_Greg,6,0,50,20,0,0,0,0,0,0,0,0,0,Gear_Greg,Blue_Mystic_Mat,2,Blue_Mystic_Damage_Mat,2,Blue_Mystic_Armor_Mat,2,2800,
T7_Greg,7,0,60,30,0,0,0,0,0,0,0,0,0,Gear_Greg,Blue_Mystic_Mat,3,Blue_Mystic_Damage_Mat,2,Blue_Mystic_Armor_Mat,2,3400,
T8_Greg,8,0,70,40,0,0,0,0,0,0,0,0,0,Gear_Greg,Purple_Mystic_Mat,1,Purple_Mystic_Damage_Mat,1,Purple_Mystic_Armor_Mat,1,4600,
T9_Greg,9,0,70,50,0,0,0,0,0,0,0,0,0,Gear_Greg,Purple_Mystic_Mat,1,Purple_Mystic_Damage_Mat,2,Purple_Mystic_Armor_Mat,2,5800,
T10_Greg,10,0,70,50,0,0,0,0,0,0,0,0,0,Gear_Greg,Purple_Mystic_Mat,4,Purple_Mystic_Damage_Mat,3,Purple_magic4,8,7300,
T11_Greg,11,0,70,60,0,0,0,0,0,0,0,0,0,Gear_Greg,Purple_Mystic_Mat,5,Purple_Mystic_Damage_Mat,5,Purple_magic4,10,9200,
T12_Greg,12,0,80,60,0,0,0,0,0,0,0,0,0,Gear_Greg,Orange_Mystic_Mat,1,Orange_Mystic_Damage_Mat,2,Orange_magic4,12,10000,
T13_Greg,13,0,200,100,0,0,0,0,0,0,0,0,0,Gear_Greg,Orange_Mystic_Mat,2,Orange_Mystic_Damage_Mat,3,Orange_magic4,24,13000,
T14_Greg,14,0,200,100,0,0,0,0,0,0,0,0,0,Gear_Greg,Orange_Mystic_Mat,4,Orange_Mystic_Damage_Mat,4,Orange_magic4,25,14000,
T15_Greg,15,0,250,200,0,0,0,0,0,0,0,0,0,Gear_Greg,Orange_Mystic_Mat,7,Orange_Mystic_Damage_Mat,6,Orange_magic4,35,15000,
T16_Greg,16,0,250,200,0,0,0,0,0,0,0,0,0,Gear_Greg,Red_Mystic_Mat,100,Red_Mystic_Damage_Mat,100,Red_magic4,100,1000000,
T17_Greg,17,0,300,300,0,0,0,0,0,0,0,0,0,Gear_Greg,Red_Mystic_Mat,100,Red_Mystic_Damage_Mat,100,Red_magic4,100,1000000,
T18_Greg,18,0,400,300,0,0,0,0,0,0,0,0,0,Gear_Greg,Red_Mystic_Mat,100,Red_Mystic_Damage_Mat,100,Red_magic4,100,1000000,
T19_Greg,19,0,500,400,0,0,0,0,0,0,0,0,0,Gear_Greg,Red_Mystic_Mat,100,Red_Mystic_Damage_Mat,100,Red_magic4,100,1000000,
T20_Greg,20,0,700,500,0,0,0,0,0,0,0,0,0,Gear_Greg,White_Mystic_Mat,100,White_Mystic_Damage_Mat,100,White_magic4,100,1000000,
T1_Groot,1,180,25,10,0,0,0,0,0,0,0,0,0,Gear_Groot,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_Groot,2,270,35,20,0,0,0,0,0,0,0,0,0,Gear_Groot,Green_Bio_Mat,1,Green_Health_Mat,1,,0,1100,
T3_Groot,3,270,40,30,0,0,0,0,0,0,0,0,0,Gear_Groot,Green_Bio_Mat,1,Green_Health_Mat,1,Green_Armor_Mat,1,1900,
T4_Groot,4,470,45,40,0,0,0,0,0,0,0,0,0,Gear_Groot,Blue_Bio_Mat,1,Blue_Bio_Health_Mat,1,Blue_Bio_Armor_Mat,1,2200,
T5_Groot,5,470,45,50,0,0,0,0,0,0,0,0,0,Gear_Groot,Blue_Bio_Mat,1,Blue_Bio_Health_Mat,1,Blue_Bio_Armor_Mat,1,2400,
T6_Groot,6,820,55,60,0,0,0,0,0,0,0,0,0,Gear_Groot,Blue_Bio_Mat,2,Blue_Bio_Health_Mat,2,Blue_Bio_Armor_Mat,2,2800,
T7_Groot,7,850,60,70,0,0,0,0,0,0,0,0,0,Gear_Groot,Blue_Bio_Mat,3,Blue_Bio_Health_Mat,2,Blue_Bio_Armor_Mat,2,3400,
T8_Groot,8,850,60,80,0,0,0,0,0,0,0,0,0,Gear_Groot,Purple_Bio_Mat,1,Purple_Bio_Health_Mat,1,Purple_Bio_Armor_Mat,1,4600,
T9_Groot,9,880,60,90,0,0,0,0,0,0,0,0,0,Gear_Groot,Purple_Bio_Mat,1,Purple_Bio_Health_Mat,2,Purple_Bio_Armor_Mat,2,5800,
T10_Groot,10,900,65,90,0,0,0,0,0,0,0,0,0,Gear_Groot,Purple_Bio_Mat,4,Purple_Bio_Health_Mat,3,Purple_serum1,8,7300,
T11_Groot,11,900,65,100,0,0,0,0,0,0,0,0,0,Gear_Groot,Purple_Bio_Mat,5,Purple_Bio_Health_Mat,5,Purple_serum1,10,9200,
T12_Groot,12,1100,70,100,0,0,0,0,0,0,0,0,0,Gear_Groot,Orange_Bio_Mat,1,Orange_Bio_Health_Mat,2,Orange_serum1,12,10000,
T13_Groot,13,2000,200,250,0,0,0,0,0,0,0,0,0,Gear_Groot,Orange_Bio_Mat,2,Orange_Bio_Health_Mat,3,Orange_serum1,24,13000,
T14_Groot,14,2500,250,300,0,0,0,0,0,0,0,0,0,Gear_Groot,Orange_Bio_Mat,4,Orange_Bio_Health_Mat,4,Orange_serum1,25,14000,
T15_Groot,15,3000,300,400,0,0,0,0,0,0,0,0,0,Gear_Groot,Orange_Bio_Mat,7,Orange_Bio_Health_Mat,6,Orange_serum1,35,15000,
T16_Groot,16,4000,350,500,0,0,0,0,0,0,0,0,0,Gear_Groot,Red_Bio_Mat,100,Red_Bio_Health_Mat,100,Red_serum1,100,1000000,
T17_Groot,17,5000,400,600,0,0,0,0,0,0,0,0,0,Gear_Groot,Red_Bio_Mat,100,Red_Bio_Health_Mat,100,Red_serum2,100,1000000,
T18_Groot,18,6000,450,700,0,0,0,0,0,0,0,0,0,Gear_Groot,Red_Bio_Mat,100,Red_Bio_Health_Mat,100,Red_serum3,100,1000000,
T19_Groot,19,8000,500,900,0,0,0,0,0,0,0,0,0,Gear_Groot,Red_Bio_Mat,100,Red_Bio_Health_Mat,100,Red_serum4,100,1000000,
T20_Groot,20,9500,600,1000,0,0,0,0,0,0,0,0,0,Gear_Groot,White_Bio_Mat,100,White_Bio_Health_Mat,100,White_serum1,100,1000000,
T1_HandControl_HealBlock,1,0,5,0,6,3,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_HandControl_HealBlock,2,0,5,0,7,3,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Green_Skill_Mat,1,Green_Focus_Mat,1,,0,1100,
T3_HandControl_HealBlock,3,0,7,0,8,3,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Green_Skill_Mat,1,Green_Focus_Mat,1,Green_Resist_Mat,1,1900,
T4_HandControl_HealBlock,4,0,7,0,8,4,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Blue_Skill_Mat,1,Blue_Skill_Focus_Mat,1,Blue_Skill_Resist_Mat,1,2200,
T5_HandControl_HealBlock,5,0,8,0,11,4,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Blue_Skill_Mat,1,Blue_Skill_Focus_Mat,1,Blue_Skill_Resist_Mat,1,2400,
T6_HandControl_HealBlock,6,0,8,0,11,5,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Blue_Skill_Mat,2,Blue_Skill_Focus_Mat,2,Blue_Skill_Resist_Mat,2,2800,
T7_HandControl_HealBlock,7,0,8,0,14,8,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Blue_Skill_Mat,3,Blue_Skill_Focus_Mat,2,Blue_Skill_Resist_Mat,2,3400,
T8_HandControl_HealBlock,8,0,9,0,15,8,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Purple_Skill_Mat,1,Purple_Skill_Focus_Mat,1,Purple_Skill_Resist_Mat,1,4600,
T9_HandControl_HealBlock,9,0,9,0,15,9,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Purple_Skill_Mat,1,Purple_Skill_Focus_Mat,2,Purple_Skill_Resist_Mat,2,5800,
T10_HandControl_HealBlock,10,0,9,0,15,9,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Purple_Skill_Mat,4,Purple_Skill_Focus_Mat,3,Purple_energy1,8,7300,
T11_HandControl_HealBlock,11,0,10,0,15,9,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Purple_Skill_Mat,5,Purple_Skill_Focus_Mat,5,Purple_energy1,10,9200,
T12_HandControl_HealBlock,12,0,10,0,15,10,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Orange_Skill_Mat,1,Orange_Skill_Focus_Mat,2,Orange_energy1,12,10000,
T13_HandControl_HealBlock,13,1000,120,70,25,10,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Orange_Skill_Mat,2,Orange_Skill_Focus_Mat,3,Orange_energy1,24,13000,
T14_HandControl_HealBlock,14,1500,130,80,30,10,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Orange_Skill_Mat,4,Orange_Skill_Focus_Mat,4,Orange_energy1,25,14000,
T15_HandControl_HealBlock,15,2000,140,90,35,10,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Orange_Skill_Mat,7,Orange_Skill_Focus_Mat,6,Orange_energy1,35,15000,
T16_HandControl_HealBlock,16,2500,150,100,40,10,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Red_Skill_Mat,100,Red_Skill_Focus_Mat,100,Red_energy1,100,1000000,
T17_HandControl_HealBlock,17,2600,160,110,45,10,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Red_Skill_Mat,100,Red_Skill_Focus_Mat,100,Red_energy1,100,1000000,
T18_HandControl_HealBlock,18,2700,170,120,50,10,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Red_Skill_Mat,100,Red_Skill_Focus_Mat,100,Red_energy1,100,1000000,
T19_HandControl_HealBlock,19,2800,180,130,55,10,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,Red_Skill_Mat,100,Red_Skill_Focus_Mat,100,Red_energy1,100,1000000,
T20_HandControl_HealBlock,20,3000,190,140,60,15,0,0,0,0,0,0,0,Gear_HandControl_HealBlock,White_Skill_Mat,100,White_Skill_Focus_Mat,100,White_energy1,100,1000000,
T1_HandDmg_Bonus,1,30,15,0,3,0,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_HandDmg_Bonus,2,30,20,0,3,0,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Green_Mystic_Mat,1,Green_Damage_Mat,1,,0,1100,
T3_HandDmg_Bonus,3,30,25,0,3,0,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Green_Mystic_Mat,1,Green_Damage_Mat,1,Green_Focus_Mat,1,1900,
T4_HandDmg_Bonus,4,35,30,0,3,0,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Blue_Mystic_Mat,1,Blue_Mystic_Damage_Mat,1,Blue_Mystic_Focus_Mat,1,2200,
T5_HandDmg_Bonus,5,35,35,0,5,0,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Blue_Mystic_Mat,1,Blue_Mystic_Damage_Mat,1,Blue_Mystic_Focus_Mat,1,2400,
T6_HandDmg_Bonus,6,40,35,0,8,0,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Blue_Mystic_Mat,2,Blue_Mystic_Damage_Mat,2,Blue_Mystic_Focus_Mat,2,2800,
T7_HandDmg_Bonus,7,40,40,0,8,0,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Blue_Mystic_Mat,3,Blue_Mystic_Damage_Mat,2,Blue_Mystic_Focus_Mat,2,3400,
T8_HandDmg_Bonus,8,45,40,0,8,0,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Purple_Mystic_Mat,1,Purple_Mystic_Damage_Mat,1,Purple_Mystic_Focus_Mat,1,4600,
T9_HandDmg_Bonus,9,45,40,0,9,0,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Purple_Mystic_Mat,1,Purple_Mystic_Damage_Mat,2,Purple_Mystic_Focus_Mat,2,5800,
T10_HandDmg_Bonus,10,45,45,0,9,0,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Purple_Mystic_Mat,4,Purple_Mystic_Damage_Mat,3,Purple_energy1,8,7300,
T11_HandDmg_Bonus,11,50,45,0,9,0,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Purple_Mystic_Mat,5,Purple_Mystic_Damage_Mat,5,Purple_energy1,10,9200,
T12_HandDmg_Bonus,12,50,45,0,10,0,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Orange_Mystic_Mat,1,Orange_Mystic_Damage_Mat,2,Orange_energy1,12,10000,
T13_HandDmg_Bonus,13,4000,125,75,10,15,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Orange_Mystic_Mat,2,Orange_Mystic_Damage_Mat,3,Orange_energy1,24,13000,
T14_HandDmg_Bonus,14,4200,150,100,10,15,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Orange_Mystic_Mat,4,Orange_Mystic_Damage_Mat,4,Orange_energy1,25,14000,
T15_HandDmg_Bonus,15,4500,175,125,10,15,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Orange_Mystic_Mat,7,Orange_Mystic_Damage_Mat,6,Orange_energy1,35,15000,
T16_HandDmg_Bonus,16,4750,200,150,10,15,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Red_Mystic_Mat,100,Red_Mystic_Damage_Mat,100,Red_energy1,100,1000000,
T17_HandDmg_Bonus,17,5000,250,175,10,15,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Red_Mystic_Mat,100,Red_Mystic_Damage_Mat,100,Red_energy1,100,1000000,
T18_HandDmg_Bonus,18,6000,300,200,10,15,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Red_Mystic_Mat,100,Red_Mystic_Damage_Mat,100,Red_energy1,100,1000000,
T19_HandDmg_Bonus,19,7000,350,225,10,15,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,Red_Mystic_Mat,100,Red_Mystic_Damage_Mat,100,Red_energy1,100,1000000,
T20_HandDmg_Bonus,20,8000,400,250,10,15,0,0,0,0,0,0,0,Gear_HandDmg_Bonus,White_Mystic_Mat,100,White_Mystic_Damage_Mat,100,White_energy1,100,1000000,
T1_HandDmg_Unbuff,1,50,5,0,3,0,0,0,0,0,0,0,0,Gear_HandDmg_Unbuff,Green_Damage_Mat,1,Green_Focus_Mat,1,,0,0,
T2_HandDmg_Unbuff,2,90,5,0,3,0,0,0,0,0,0,0,0,Gear_HandDmg_Unbuff,Green_Mystic_Mat,1,Green_Damage_Mat,1,,0,1100,
T3_HandDmg_Unbuff,3,130,5,0,3,0,0,0,0,0,0,0,0,Gear_HandDmg_Unbuff,Green_Mystic_Mat,1,Green_Damage_Mat,1,Green_Focus_Mat,1,1900,
T4_HandDmg_Unbuff,4,140,5,0,3,0,0,0,0,0,0,0,0,Gear_HandDmg_Unbuff,Blue_Mystic_Mat,1,Blue_Mystic_Damage_Mat,1,Blue_Mystic_Focus_Mat,1,2200,
T5_HandDmg_Unbuff,5,140,10,0,4,0,0,0,0,0,0,0,0,Gear_HandDmg_Unbuff,Blue_Mystic_Mat,1,Blue_Mystic_Damage_Mat,1,Blue_Mystic_Focus_Mat,1,2400,
T6_HandDmg_Unbuff,6,140,10,0,6,0,0,0,0,0,0,0,0,Gear_HandDmg_Unbuff,Blue_Mystic_Mat,2,Blue_Mystic_Damage_Mat,2,Blue_Mystic_Focus_Mat,2,2800,
